Number of Records,Avg Temp,Cause Group,Date (Weather.Csv),Date,Duration Precipitation,Humidity,Max Precipitation,Max Sight,Max Temp,Max Windgust,Max Windspeed,Min Humidity,Min Sight,Min Temp,Min Windspeed,Ns Lines,Province,Statistical Cause En,Total Precipitation,Windspeed
1,5,accidents,14-Dec-12,14-Dec-12,5,90,3,70,10,15,9,80,20,0,3,Eindhoven-Venlo,Noord-Brabant Limburg,person hit by a train,8,6
1,5,rolling stock,14-Dec-12,14-Dec-12,5,90,3,70,10,15,9,80,20,0,3,Zwolle-Emmen,Drenthe Overijssel,stranded train,8,6
1,5,infrastructure,14-Dec-12,14-Dec-12,5,90,3,70,10,15,9,80,20,0,3,Schiphol,Utrecht Noord-Holland Zuid-Holland Flevoland,points failure,8,6
1,5,unknown,14-Dec-12,14-Dec-12,5,90,3,70,10,15,9,80,20,0,3,Eindhoven-Venlo,Noord-Brabant Limburg,an obstruction on the line,8,6
1,5,external,14-Dec-12,14-Dec-12,5,90,3,70,10,15,9,80,20,0,3,Utrecht Centraal-'s-Hertogenbosch,Noord-Brabant Gelderland Utrecht,by police orders,8,6
1,5,rolling stock,14-Dec-12,14-Dec-12,5,90,3,70,10,15,9,80,20,0,3,Zutphen-Apeldoorn,Gelderland Overijssel,defective trains,8,6
1,5,accidents,14-Dec-12,14-Dec-12,5,90,3,70,10,15,9,80,20,0,3,Almelo-Deventer,Overijssel,person hit by a train,8,6
1,8,infrastructure,15-Dec-12,15-Dec-12,2,90,1,70,9,13,8,80,60,7,4,Leiden Centraal,Zuid-Holland Noord-Holland Utrecht,signalling and points failure,1,6
1,8,external,15-Dec-12,15-Dec-12,2,90,1,70,9,13,8,80,60,7,4,Alkmaar-Haarlem/Zaandam,Noord-Holland,by police orders,1,6
1,8,accidents,15-Dec-12,15-Dec-12,2,90,1,70,9,13,8,80,60,7,4,Rotterdam C-Den Haag C,Zuid-Holland,person hit by a train,1,6
1,7,engineering work,16-Dec-12,16-Dec-12,4,90,1,70,8,11,7,90,50,5,3,Eindhoven-Venlo,Noord-Brabant Limburg,over-running engineering works,3,5
1,7,infrastructure,16-Dec-12,16-Dec-12,4,90,1,70,8,11,7,90,50,5,3,Den Haag C-Leiden Centraal,Zuid-Holland,points failure,3,5
1,6,rolling stock,17-Dec-12,17-Dec-12,4,100,2,60,8,8,5,90,40,4,2,Arnhem-Duisburg/Winterswijk,Gelderland,broken down train,4,4
1,6,unknown,17-Dec-12,17-Dec-12,4,100,2,60,8,8,5,90,40,4,2,Arnhem-Winterswijk,Gelderland,multiple disruptions,4,4
1,6,unknown,17-Dec-12,17-Dec-12,4,100,2,60,8,8,5,90,40,4,2,Winterswijk-Arnhem,Gelderland,multiple disruptions,4,4
1,6,infrastructure,17-Dec-12,17-Dec-12,4,100,2,60,8,8,5,90,40,4,2,Almere C-Amsterdam C/Hilversum/Schiphol,Flevoland Noord-Holland Utrecht,points failure,4,4
1,6,accidents,17-Dec-12,17-Dec-12,4,100,2,60,8,8,5,90,40,4,2,Roermond-Eindhoven,Noord-Brabant Limburg,person hit by a train,4,4
1,6,accidents,17-Dec-12,17-Dec-12,4,100,2,60,8,8,5,90,40,4,2,Utrecht Centraal-'s-Hertogenbosch/Tiel,Noord-Brabant Gelderland Utrecht,person hit by a train,4,4
1,6,accidents,17-Dec-12,17-Dec-12,4,100,2,60,8,8,5,90,40,4,2,Alkmaar-Enkhuizen/Hoorn,Noord-Holland,person hit by a train,4,4
1,5,infrastructure,18-Dec-12,18-Dec-12,2,100,1,60,7,6,4,90,10,4,1,Almere C-Lelystad Centrum,Flevoland Noord-Holland Utrecht,damaged overhead wires,2,2
1,5,infrastructure,18-Dec-12,18-Dec-12,2,100,1,60,7,6,4,90,10,4,1,Zaandam-Alkmaar,Noord-Holland,damaged railway bridge,2,2
1,5,accidents,18-Dec-12,18-Dec-12,2,100,1,60,7,6,4,90,10,4,1,Arnhem-Ede-Wageningen,Gelderland Utrecht,collision,2,2
1,5,external,18-Dec-12,18-Dec-12,2,100,1,60,7,6,4,90,10,4,1,Gouda-Utrecht Centraal,Zuid-Holland Utrecht Noord-Holland,by police orders,2,2
1,5,infrastructure,18-Dec-12,18-Dec-12,2,100,1,60,7,6,4,90,10,4,1,Breda-Tilburg,Noord-Brabant,signal and level crossing failure,2,2
1,5,external,19-Dec-12,19-Dec-12,0,100,0,50,6,8,5,90,0,3,1,Sloterdijk-Enkhuizen,Noord-Holland,by police orders,0,3
1,5,infrastructure,19-Dec-12,19-Dec-12,0,100,0,50,6,8,5,90,0,3,1,Apeldoorn-Deventer,Gelderland Overijssel,signal failure,0,3
1,5,accidents,19-Dec-12,19-Dec-12,0,100,0,50,6,8,5,90,0,3,1,Apeldoorn-Zutphen,Gelderland Overijssel,damaged railway bridge,0,3
1,5,accidents,19-Dec-12,19-Dec-12,0,100,0,50,6,8,5,90,0,3,1,Arnhem-Zutphen,Gelderland,damaged railway bridge,0,3
1,5,rolling stock,19-Dec-12,19-Dec-12,0,100,0,50,6,8,5,90,0,3,1,Gouda-Amsterdam C/Utrecht Centraal,Zuid-Holland Utrecht Noord-Holland,broken down train,0,3
1,5,logistical,19-Dec-12,19-Dec-12,0,100,0,50,6,8,5,90,0,3,1,Gouda,Zuid-Holland Utrecht Noord-Holland,an earlier disruption,0,3
1,5,infrastructure,19-Dec-12,19-Dec-12,0,100,0,50,6,8,5,90,0,3,1,Sittard-Roermond,Limburg,signal and level crossing failure,0,3
1,3,infrastructure,20-Dec-12,20-Dec-12,8,90,1,70,4,13,8,80,30,2,5,Zwolle-Assen/Leeuwarden,Groningen Drenthe Overijssel Friesland,points failure,5,7
1,3,infrastructure,20-Dec-12,20-Dec-12,8,90,1,70,4,13,8,80,30,2,5,Zwolle-Emmen,Drenthe Overijssel,points failure,5,7
1,3,infrastructure,20-Dec-12,20-Dec-12,8,90,1,70,4,13,8,80,30,2,5,Leiden Centraal-Amsterdam C,Zuid-Holland Noord-Holland,points failure,5,7
1,3,unknown,20-Dec-12,20-Dec-12,8,90,1,70,4,13,8,80,30,2,5,Arnhem-Winterswijk,Gelderland,multiple disruptions,5,7
1,3,accidents,20-Dec-12,20-Dec-12,8,90,1,70,4,13,8,80,30,2,5,Zwolle-Lelystad Centrum,Flevoland Overijssel,person hit by a train,5,7
1,3,accidents,20-Dec-12,20-Dec-12,8,90,1,70,4,13,8,80,30,2,5,Almelo-Deventer/Nijverdal,Overijssel,damaged railway bridge,5,7
1,3,infrastructure,20-Dec-12,20-Dec-12,8,90,1,70,4,13,8,80,30,2,5,Nijmegen-Arnhem,Gelderland,power failure,5,7
1,4,rolling stock,21-Dec-12,21-Dec-12,6,100,1,60,6,10,6,90,10,2,3,Hilversum-Amsterdam C/Schiphol,Utrecht Noord-Holland,broken down train,3,4
1,4,unknown,21-Dec-12,21-Dec-12,6,100,1,60,6,10,6,90,10,2,3,Arnhem-Winterswijk,Gelderland,multiple disruptions,3,4
1,4,accidents,21-Dec-12,21-Dec-12,6,100,1,60,6,10,6,90,10,2,3,Leiden Centraal-Haarlem,Noord-Holland Zuid-Holland,collision,3,4
1,4,infrastructure,21-Dec-12,21-Dec-12,6,100,1,60,6,10,6,90,10,2,3,Leiden Centraal-Alphen a/d Rijn,Zuid-Holland Utrecht,points failure,3,4
1,4,accidents,21-Dec-12,21-Dec-12,6,100,1,60,6,10,6,90,10,2,3,'s-Hertogenbosch-Eindhoven,Noord-Brabant,person hit by a train,3,4
1,4,rolling stock,21-Dec-12,21-Dec-12,6,100,1,60,6,10,6,90,10,2,3,Dordrecht-Breda/Roosendaal,Noord-Brabant Zuid-Holland,broken down train,3,4
1,6,accidents,22-Dec-12,22-Dec-12,13,100,3,60,9,13,8,90,20,4,3,Zwolle-Deventer,Overijssel,damaged railway bridge,15,5
1,10,infrastructure,23-Dec-12,23-Dec-12,11,90,3,70,12,17,11,80,30,8,4,Geldermalsen-Dordrecht,Zuid-Holland Noord-Brabant Gelderland,signal failure,13,8
1,10,external,23-Dec-12,23-Dec-12,11,90,3,70,12,17,11,80,30,8,4,Maastricht-Heerlen,Limburg,by police orders,13,8
1,10,engineering work,24-Dec-12,24-Dec-12,6,90,1,70,12,19,11,80,20,7,3,Haarlem-Alkmaar,Noord-Holland,unexpected engineering works,3,6
1,10,engineering work,24-Dec-12,24-Dec-12,6,90,1,70,12,19,11,80,20,7,3,Rotterdam C-Delft/Den Haag HS/Hoek v H Strand,Zuid-Holland,over-running engineering works,3,6
1,10,rolling stock,24-Dec-12,24-Dec-12,6,90,1,70,12,19,11,80,20,7,3,Nijmegen-'s-Hertogenbosch,Noord-Brabant Gelderland,broken down train,3,6
1,10,infrastructure,24-Dec-12,24-Dec-12,6,90,1,70,12,19,11,80,20,7,3,Zwolle-Lelystad Centrum,Flevoland Overijssel,points failure,3,6
1,10,accidents,24-Dec-12,24-Dec-12,6,90,1,70,12,19,11,80,20,7,3,Breda-Tilburg,Noord-Brabant,person hit by a train,3,6
1,10,infrastructure,24-Dec-12,24-Dec-12,6,90,1,70,12,19,11,80,20,7,3,'s-Hertogenbosch-Eindhoven,Noord-Brabant,points failure,3,6
1,10,rolling stock,24-Dec-12,24-Dec-12,6,90,1,70,12,19,11,80,20,7,3,Zwolle-Nijverdal West,Overijssel,broken down train,3,6
1,8,accidents,25-Dec-12,25-Dec-12,9,90,3,70,10,18,11,80,50,7,3,Lelystad Centrum-Almere C,Flevoland Noord-Holland Utrecht,person hit by a train,12,7
1,8,infrastructure,25-Dec-12,25-Dec-12,9,90,3,70,10,18,11,80,50,7,3,Leiden Centraal-Hilversum,Utrecht Noord-Holland Flevoland,points failure,12,7
1,8,infrastructure,25-Dec-12,25-Dec-12,9,90,3,70,10,18,11,80,50,7,3,Schiphol-Utrecht Centraal,Noord-Holland Utrecht,points failure,12,7
1,8,accidents,26-Dec-12,26-Dec-12,4,90,2,70,9,17,10,80,50,6,4,Hilversum-Almere C/Amsterdam C/Schiphol,Flevoland Noord-Holland Utrecht,person hit by a train,6,7
1,7,infrastructure,27-Dec-12,27-Dec-12,3,90,1,70,9,16,10,80,50,4,1,Sittard-Maastricht,Limburg,signal failure,3,5
1,7,rolling stock,27-Dec-12,27-Dec-12,3,90,1,70,9,16,10,80,50,4,1,Amsterdam C-Antwerpen-Centr/Breda,Noord-Holland Noord-Brabant Zuid-Holland,broken down train,3,5
1,7,external,27-Dec-12,27-Dec-12,3,90,1,70,9,16,10,80,50,4,1,Schiphol-Hoofddorp/Leiden Centraal/Rotterdam C,Zuid-Holland Noord-Holland,person on the railway track,3,5
1,7,logistical,27-Dec-12,27-Dec-12,3,90,1,70,9,16,10,80,50,4,1,Schiphol,Utrecht Noord-Holland Zuid-Holland Flevoland,an earlier disruption,3,5
1,7,accidents,27-Dec-12,27-Dec-12,3,90,1,70,9,16,10,80,50,4,1,Apeldoorn-Amersfoort,Utrecht Gelderland,collision with a vehicle,3,5
1,7,rolling stock,27-Dec-12,27-Dec-12,3,90,1,70,9,16,10,80,50,4,1,Alkmaar-Enkhuizen/Hoorn,Noord-Holland,broken down train,3,5
1,7,external,27-Dec-12,27-Dec-12,3,90,1,70,9,16,10,80,50,4,1,Rotterdam C-Den Haag C,Zuid-Holland,person on the railway track,3,5
1,6,engineering work,28-Dec-12,28-Dec-12,4,90,1,70,10,13,8,80,30,2,1,Vlissingen-Roosendaal,Noord-Brabant Zeeland,repair works,2,5
1,6,infrastructure,28-Dec-12,28-Dec-12,4,90,1,70,10,13,8,80,30,2,1,Zutphen-Arnhem,Gelderland,signal and level crossing failure,2,5
1,6,accidents,28-Dec-12,28-Dec-12,4,90,1,70,10,13,8,80,30,2,1,Winterswijk-Zutphen,Gelderland,person hit by a train,2,5
1,10,engineering work,29-Dec-12,29-Dec-12,1,80,0,80,12,16,10,70,60,9,6,Rotterdam C-Den Haag HS,Zuid-Holland,unexpected engineering works,1,8
1,10,infrastructure,29-Dec-12,29-Dec-12,1,80,0,80,12,16,10,70,60,9,6,Geldermalsen-Dordrecht,Zuid-Holland Noord-Brabant Gelderland,signal failure,1,8
1,10,accidents,29-Dec-12,29-Dec-12,1,80,0,80,12,16,10,70,60,9,6,Den Haag C-Gouda,Zuid-Holland Utrecht,person hit by a train,1,8
1,10,external,29-Dec-12,29-Dec-12,1,80,0,80,12,16,10,70,60,9,6,Schiphol,Utrecht Noord-Holland Zuid-Holland Flevoland,by order of the fire service,1,8
1,8,engineering work,30-Dec-12,30-Dec-12,1,80,1,70,9,18,11,70,60,5,7,Roermond-Eindhoven,Noord-Brabant Limburg,repair works,2,9
1,8,rolling stock,30-Dec-12,30-Dec-12,1,80,1,70,9,18,11,70,60,5,7,Schiphol,Utrecht Noord-Holland Zuid-Holland Flevoland,broken down train,2,9
1,9,infrastructure,31-Dec-12,31-Dec-12,6,80,1,70,10,18,11,80,60,8,8,Alkmaar-Den Helder,Noord-Holland,damaged overhead wires,5,10
1,7,accidents,01-Jan-13,01-Jan-13,7,90,2,70,9,14,9,80,50,4,3,Vlissingen-Roosendaal,Noord-Brabant Zeeland,person hit by a train,7,6
1,6,accidents,02-Jan-13,02-Jan-13,1,90,0,70,8,12,8,80,30,4,3,Alkmaar-Haarlem/Zaandam,Noord-Holland,person hit by a train,0,5
1,6,external,02-Jan-13,02-Jan-13,1,90,0,70,8,12,8,80,30,4,3,Alkmaar-Haarlem/Zaandam,Noord-Holland,by police orders,0,5
1,6,rolling stock,02-Jan-13,02-Jan-13,1,90,0,70,8,12,8,80,30,4,3,Utrecht Centraal-Schiphol,Noord-Holland Utrecht,broken down train,0,5
1,6,accidents,02-Jan-13,02-Jan-13,1,90,0,70,8,12,8,80,30,4,3,Eindhoven-Venlo,Noord-Brabant Limburg,person hit by a train,0,5
1,6,accidents,02-Jan-13,02-Jan-13,1,90,0,70,8,12,8,80,30,4,3,Venlo-Nijmegen,Gelderland Limburg Noord-Brabant,person hit by a train,0,5
1,6,accidents,02-Jan-13,02-Jan-13,1,90,0,70,8,12,8,80,30,4,3,'s-Hertogenbosch-Eindhoven,Noord-Brabant,person hit by a train,0,5
1,6,accidents,02-Jan-13,02-Jan-13,1,90,0,70,8,12,8,80,30,4,3,Zaandam-Enkhuizen,Noord-Holland,person hit by a train,0,5
1,9,infrastructure,03-Jan-13,03-Jan-13,2,90,0,70,11,12,7,90,20,7,4,Venlo-Roermond,Limburg,signal failure,1,6
1,9,infrastructure,03-Jan-13,03-Jan-13,2,90,0,70,11,12,7,90,20,7,4,Schiphol-Leiden Centraal,Zuid-Holland Noord-Holland,points failure,1,6
1,9,infrastructure,03-Jan-13,03-Jan-13,2,90,0,70,11,12,7,90,20,7,4,Breda-Schiphol,Noord-Brabant Zuid-Holland Noord-Holland,points failure,1,6
1,9,engineering work,03-Jan-13,03-Jan-13,2,90,0,70,11,12,7,90,20,7,4,Amsterdam C-Leiden Centraal/Rotterdam C,Noord-Holland Zuid-Holland,repair works,1,6
1,9,external,03-Jan-13,03-Jan-13,2,90,0,70,11,12,7,90,20,7,4,Zaandam-Enkhuizen,Noord-Holland,by police orders,1,6
1,9,engineering work,03-Jan-13,03-Jan-13,2,90,0,70,11,12,7,90,20,7,4,Amsterdam C-Schiphol,Noord-Holland,repair works,1,6
1,9,rolling stock,03-Jan-13,03-Jan-13,2,90,0,70,11,12,7,90,20,7,4,Utrecht Centraal-Ede-Wageningen,Gelderland Utrecht,broken down train,1,6
1,9,accidents,03-Jan-13,03-Jan-13,2,90,0,70,11,12,7,90,20,7,4,Roermond-Eindhoven,Noord-Brabant Limburg,person hit by a train,1,6
1,9,external,04-Jan-13,04-Jan-13,2,100,0,60,10,10,6,90,20,8,4,Dordrecht-Rotterdam C,Zuid-Holland Noord-Brabant,by police orders,0,5
1,9,external,04-Jan-13,04-Jan-13,2,100,0,60,10,10,6,90,20,8,4,Rotterdam C-Den Haag C,Zuid-Holland,by police orders,0,5
1,8,unknown,05-Jan-13,05-Jan-13,2,100,0,60,9,7,5,90,20,7,2,Momenteel geen Storingen-informatie,Drenthe,,0,3
1,8,rolling stock,05-Jan-13,05-Jan-13,2,100,0,60,9,7,5,90,20,7,2,Haarlem-Sloterdijk,Noord-Holland,broken down train,0,3
1,8,rolling stock,05-Jan-13,05-Jan-13,2,100,0,60,9,7,5,90,20,7,2,Rotterdam C-Antwerpen-Centr,Drenthe,stranded train,0,3
1,8,rolling stock,05-Jan-13,05-Jan-13,2,100,0,60,9,7,5,90,20,7,2,Sittard-Roermond,Limburg,broken down train,0,3
1,8,infrastructure,05-Jan-13,05-Jan-13,2,100,0,60,9,7,5,90,20,7,2,Enschede-Dortmund Hbf/Münster (Westf),Drenthe,power failure,0,3
1,8,accidents,05-Jan-13,05-Jan-13,2,100,0,60,9,7,5,90,20,7,2,Zutphen-Arnhem,Gelderland,person hit by a train,0,3
1,8,engineering work,05-Jan-13,05-Jan-13,2,100,0,60,9,7,5,90,20,7,2,Winterswijk-Arnhem,Gelderland,engineering works,0,3
1,8,infrastructure,06-Jan-13,06-Jan-13,0,100,0,60,10,8,5,90,10,6,2,Enkhuizen-Alkmaar/Zaandam,Noord-Holland,points failure,0,4
1,7,engineering work,07-Jan-13,07-Jan-13,1,100,0,60,8,9,5,90,10,6,2,"Alphen a/d Rijn-Utrecht Centraal, Gouda-Amsterdam C/Den Haag C/Rotterdam C/Utrecht Centraal",Zuid-Holland Utrecht Noord-Holland,over-running engineering works,0,4
1,7,accidents,07-Jan-13,07-Jan-13,1,100,0,60,8,9,5,90,10,6,2,Leiden Centraal-Haarlem,Noord-Holland Zuid-Holland,person hit by a train,0,4
1,7,infrastructure,07-Jan-13,07-Jan-13,1,100,0,60,8,9,5,90,10,6,2,Tilburg-Den Haag C,Noord-Brabant Zuid-Holland,points failure,0,4
1,7,rolling stock,07-Jan-13,07-Jan-13,1,100,0,60,8,9,5,90,10,6,2,'s-Hertogenbosch-Nijmegen,Noord-Brabant Gelderland,broken down train,0,4
1,7,external,07-Jan-13,07-Jan-13,1,100,0,60,8,9,5,90,10,6,2,Schiphol-Almere C/Hilversum,Utrecht Noord-Holland Flevoland,an emergency call,0,4
1,7,logistical,07-Jan-13,07-Jan-13,1,100,0,60,8,9,5,90,10,6,2,Arnhem-Winterswijk,Gelderland,an earlier disruption,0,4
1,7,infrastructure,08-Jan-13,08-Jan-13,1,90,0,60,8,9,6,90,30,6,4,Leer (Ostfr.)-Groningen,Groningen,signal failure,0,5
1,7,rolling stock,08-Jan-13,08-Jan-13,1,90,0,60,8,9,6,90,30,6,4,Rotterdam C-Gouda,Zuid-Holland Noord-Holland Utrecht,broken down train,0,5
1,7,logistical,08-Jan-13,08-Jan-13,1,90,0,60,8,9,6,90,30,6,4,Winterswijk-Arnhem,Gelderland,an earlier disruption,0,5
1,6,rolling stock,09-Jan-13,09-Jan-13,9,90,1,70,8,9,6,90,10,4,2,Den Haag C-Leiden Centraal,Zuid-Holland,broken down train,6,4
1,6,infrastructure,09-Jan-13,09-Jan-13,9,90,1,70,8,9,6,90,10,4,2,Groningen-Leeuwarden,Groningen Friesland,power failure,6,4
1,6,accidents,09-Jan-13,09-Jan-13,9,90,1,70,8,9,6,90,10,4,2,Vlissingen-Roosendaal,Noord-Brabant Zeeland,person hit by a train,6,4
1,6,rolling stock,09-Jan-13,09-Jan-13,9,90,1,70,8,9,6,90,10,4,2,Den Haag C-Leiden Centraal,Zuid-Holland,broken down train,6,4
1,6,infrastructure,09-Jan-13,09-Jan-13,9,90,1,70,8,9,6,90,10,4,2,Tilburg-Eindhoven,Noord-Brabant,level crossing failure,6,4
1,6,accidents,09-Jan-13,09-Jan-13,9,90,1,70,8,9,6,90,10,4,2,Utrecht Centraal-Amersfoort,Utrecht Noord-Holland,person hit by a train,6,4
1,5,rolling stock,10-Jan-13,10-Jan-13,2,90,1,70,7,9,5,80,50,1,2,Arnhem-Ede-Wageningen/Nijmegen,Gelderland Utrecht,broken down train,2,4
1,5,infrastructure,10-Jan-13,10-Jan-13,2,90,1,70,7,9,5,80,50,1,2,Zwolle-Groningen,Groningen Drenthe Overijssel,signal failure,2,4
1,5,rolling stock,10-Jan-13,10-Jan-13,2,90,1,70,7,9,5,80,50,1,2,Breda-Dordrecht,Noord-Brabant Zuid-Holland,broken down train,2,4
1,5,infrastructure,10-Jan-13,10-Jan-13,2,90,1,70,7,9,5,80,50,1,2,Schiphol,Utrecht Noord-Holland Zuid-Holland Flevoland,points failure,2,4
1,5,rolling stock,10-Jan-13,10-Jan-13,2,90,1,70,7,9,5,80,50,1,2,Amersfoort-Zwolle,Utrecht Gelderland Overijssel,broken down train,2,4
1,1,infrastructure,11-Jan-13,11-Jan-13,0,80,0,80,3,7,5,70,50,-2,1,Utrecht Centraal,Noord-Brabant Gelderland Utrecht Flevoland Noord-Holland Zuid-Holland,signal failure,0,2
1,1,accidents,11-Jan-13,11-Jan-13,0,80,0,80,3,7,5,70,50,-2,1,Zwolle-Assen/Leeuwarden,Groningen Drenthe Overijssel Friesland,collision with a vehicle,0,2
1,1,external,11-Jan-13,11-Jan-13,0,80,0,80,3,7,5,70,50,-2,1,Zwolle-Leeuwarden,Friesland Overijssel Drenthe,by police orders,0,2
1,1,accidents,11-Jan-13,11-Jan-13,0,80,0,80,3,7,5,70,50,-2,1,Rotterdam C-Gouda,Zuid-Holland Noord-Holland Utrecht,damaged railway bridge,0,2
1,0,rolling stock,12-Jan-13,12-Jan-13,0,80,0,80,2,8,5,70,50,-3,2,Utrecht Centraal-Amersfoort,Utrecht Noord-Holland,broken down train,0,4
1,-2,engineering work,13-Jan-13,13-Jan-13,0,80,0,80,0,9,6,70,50,-4,2,"Gouda-Amsterdam C/Utrecht Centraal, Utrecht Centraal-Alphen a/d Rijn",Noord-Holland Utrecht Zuid-Holland,over-running engineering works,0,4
1,-2,infrastructure,13-Jan-13,13-Jan-13,0,80,0,80,0,9,6,70,50,-4,2,Lelystad Centrum-Zwolle,Flevoland Overijssel,points failure,0,4
1,-2,infrastructure,13-Jan-13,13-Jan-13,0,80,0,80,0,9,6,70,50,-4,2,Dronten-Lelystad Centrum,Flevoland Overijssel,points failure,0,4
1,-2,rolling stock,13-Jan-13,13-Jan-13,0,80,0,80,0,9,6,70,50,-4,2,Deventer-Enschede,Overijssel,broken down train,0,4
1,-2,accidents,13-Jan-13,13-Jan-13,0,80,0,80,0,9,6,70,50,-4,2,Groningen-Assen,Groningen Drenthe Overijssel,person hit by a train,0,4
1,-3,infrastructure,14-Jan-13,14-Jan-13,1,90,1,70,-1,9,6,70,30,-6,1,Nijmegen-Venlo,Gelderland Limburg Noord-Brabant,level crossing failure,1,3
1,-3,infrastructure,14-Jan-13,14-Jan-13,1,90,1,70,-1,9,6,70,30,-6,1,Schiphol-Hilversum,Utrecht Noord-Holland,signalling and points failure,1,3
1,-3,infrastructure,14-Jan-13,14-Jan-13,1,90,1,70,-1,9,6,70,30,-6,1,Schiphol-Sloterdijk,Noord-Holland,signalling and points failure,1,3
1,-3,infrastructure,14-Jan-13,14-Jan-13,1,90,1,70,-1,9,6,70,30,-6,1,Dronten-Lelystad Centrum,Flevoland Overijssel,points failure,1,3
1,-3,infrastructure,14-Jan-13,14-Jan-13,1,90,1,70,-1,9,6,70,30,-6,1,Stavoren-Leeuwarden,Friesland,signal failure,1,3
1,-3,accidents,14-Jan-13,14-Jan-13,1,90,1,70,-1,9,6,70,30,-6,1,Enkhuizen-Alkmaar/Zaandam,Noord-Holland,person hit by a train,1,3
1,-3,infrastructure,14-Jan-13,14-Jan-13,1,90,1,70,-1,9,6,70,30,-6,1,Almelo-Hengelo,Overijssel,points failure,1,3
1,-3,weather,14-Jan-13,14-Jan-13,1,90,1,70,-1,9,6,70,30,-6,1,Landelijk aangepaste dienstregeling op dinsdag 15 januari,Drenthe,weather circumstances,1,3
1,-3,weather,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Geheel Nederland: aangepaste winterdienstregeling,Drenthe,weather circumstances,3,4
1,-3,engineering work,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Den Haag C-Delft,Zuid-Holland,over-running engineering works,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Den Haag C-Gouda,Zuid-Holland Utrecht,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Oss-Nijmegen,Noord-Brabant Gelderland,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Breda-Dordrecht,Noord-Brabant Zuid-Holland,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Breda-Rotterdam C,Noord-Brabant Zuid-Holland,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Amersfoort-Schiphol,Utrecht Noord-Holland,points failure,3,4
1,-3,accidents,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Amersfoort-Utrecht Centraal,Utrecht,person hit by a train,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Alphen a/d Rijn-Utrecht Centraal,Zuid-Holland Utrecht,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Utrecht Centraal-Alphen a/d Rijn/Gouda,Zuid-Holland Utrecht Noord-Holland,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Hoofddorp-Enkhuizen,Noord-Holland Zuid-Holland,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Zwolle-Emmen,Drenthe Overijssel,damaged railway bridge,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Breda,Noord-Brabant Zuid-Holland,points failure,3,4
1,-6,weather,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Geheel Nederland: aangepaste winterdienstregeling,Drenthe,weather circumstances,0,2
1,-3,unknown,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Aangepaste dienstregeling vandaag en morgen,Drenthe,,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Breda-Rotterdam C,Noord-Brabant Zuid-Holland,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Arnhem-Duisburg/Winterswijk,Gelderland,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Zutphen-Arnhem,Gelderland,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Breda-Eindhoven,Noord-Brabant,points failure,3,4
1,-3,rolling stock,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Oss-'s-Hertogenbosch,Noord-Brabant Gelderland,broken down train,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Arnhem-Winterswijk,Gelderland,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Apeldoorn-Zutphen,Gelderland Overijssel,points failure,3,4
1,-3,infrastructure,15-Jan-13,15-Jan-13,6,90,1,70,-1,10,6,70,20,-6,2,Arnhem-Utrecht Centraal,Gelderland Utrecht,points failure,3,4
