Number of Records,Avg Temp,Cause Group,Date (Weather.Csv),Date,Duration Precipitation,Humidity,Max Precipitation,Max Sight,Max Temp,Max Windgust,Max Windspeed,Min Humidity,Min Sight,Min Temp,Min Windspeed,Ns Lines,Province,Statistical Cause En,Total Precipitation,Windspeed
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Arnhem-Winterswijk,Gelderland,signal failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Breda,Noord-Brabant Zuid-Holland,points failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Breda-Dordrecht,Noord-Brabant Zuid-Holland,points failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Utrecht Centraal-Alphen a/d Rijn/Gouda,Zuid-Holland Utrecht Noord-Holland,points failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Eindhoven-Tilburg,Noord-Brabant,points failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Amersfoort-Apeldoorn,Utrecht Gelderland,signal failure,0,2
1,-6,unknown,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,'s-Hertogenbosch,Noord-Brabant Gelderland Utrecht,an obstruction on the line,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Sittard-Roermond,Limburg,signal failure,0,2
1,-6,external,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Dordrecht-Rotterdam C,Zuid-Holland Noord-Brabant,by order of the fire service,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Dordrecht-Geldermalsen,Zuid-Holland Noord-Brabant Gelderland,points failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Nijmegen-Oss,Noord-Brabant Gelderland,level crossing failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Dordrecht-Geldermalsen,Zuid-Holland Noord-Brabant Gelderland,points failure,0,2
1,-6,external,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Utrecht Centraal-Tiel,Gelderland Utrecht,by police orders,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Hoofddorp-Enkhuizen,Noord-Holland Zuid-Holland,signal failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Apeldoorn-Amersfoort,Utrecht Gelderland,signal failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Eindhoven-Tilburg,Noord-Brabant,damaged overhead wires,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Amsterdam C-Breda,Noord-Holland Noord-Brabant Zuid-Holland,points failure,0,2
1,-5,weather,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Geheel Nederland: aangepaste winterdienstregeling,Drenthe,weather circumstances,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Apeldoorn-Almelo,Overijssel Gelderland,points failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Zutphen-Deventer,Overijssel Gelderland,points failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Zwolle-Deventer,Overijssel,points failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Breda-Tilburg,Noord-Brabant,points failure,0,2
1,-6,infrastructure,16-Jan-13,16-Jan-13,0,90,0,70,-2,6,3,70,10,-10,1,Zutphen-Arnhem,Gelderland,signal failure,0,2
1,-5,rolling stock,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Geldermalsen-Dordrecht,Zuid-Holland Noord-Brabant Gelderland,broken down train,0,2
1,-5,rolling stock,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Lelystad Centrum-Almere C,Flevoland Noord-Holland Utrecht,broken down train,0,2
1,-5,external,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Roosendaal-Vlissingen,Noord-Brabant Zeeland,by order of the fire service,0,2
1,-5,accidents,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Apeldoorn-Amersfoort,Utrecht Gelderland,person hit by a train,0,2
1,-5,unknown,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,"Morgen weer normale dienstregeling, vandaag nog aangepaste treindienst.",Drenthe,,0,2
1,-5,infrastructure,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Lelystad Centrum-Zwolle,Flevoland Overijssel,points failure,0,2
1,-5,unknown,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Arnhem-Winterswijk,Gelderland,multiple disruptions,0,2
1,-5,rolling stock,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Gouda-Rotterdam C,Zuid-Holland Noord-Holland Utrecht,broken down train,0,2
1,-5,infrastructure,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Deventer,Overijssel Gelderland,signal and level crossing failure,0,2
1,-5,accidents,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Utrecht Centraal-Ede-Wageningen/Rhenen,Gelderland Utrecht,collision with a vehicle,0,2
1,-5,accidents,17-Jan-13,17-Jan-13,0,90,0,50,-3,5,3,80,20,-7,1,Utrecht Centraal-Ede-Wageningen/Rhenen,Gelderland Utrecht,collision with a vehicle,0,2
1,-2,infrastructure,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Eindhoven-'s-Hertogenbosch/Tilburg,Noord-Brabant,points failure,0,5
1,-2,infrastructure,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Nijmegen-Arnhem,Gelderland,defective railway track,0,5
1,-2,logistical,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Utrecht Centraal-Leiden Centraal,Zuid-Holland Utrecht,an earlier disruption,0,5
1,-2,infrastructure,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Gouda,Zuid-Holland Utrecht Noord-Holland,problems with the signalling system,0,5
1,-2,logistical,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Utrecht Centraal,Noord-Brabant Gelderland Utrecht Flevoland Noord-Holland Zuid-Holland,an earlier disruption,0,5
1,-2,external,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Arnhem-Duisburg/Winterswijk,Gelderland,by police orders,0,5
1,-2,logistical,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Utrecht Centraal-Rotterdam C,Zuid-Holland Noord-Holland Utrecht,an earlier disruption,0,5
1,-2,logistical,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Utrecht Centraal-Den Haag C,Zuid-Holland Utrecht,an earlier disruption,0,5
1,-2,infrastructure,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Arnhem-Nijmegen,Gelderland,defective railway track,0,5
1,-2,unknown,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Verstoorde dienstregeling Fyra Amsterdam-Brussel,Drenthe,,0,5
1,-2,logistical,18-Jan-13,18-Jan-13,0,80,0,70,0,11,7,70,30,-4,2,Schiphol-Arnhem,Gelderland Utrecht Noord-Holland,an earlier disruption,0,5
1,-4,accidents,19-Jan-13,19-Jan-13,0,70,0,70,-2,13,8,70,60,-5,6,Utrecht Centraal-Amersfoort/Baarn,Utrecht,person hit by a train,0,7
1,-4,infrastructure,19-Jan-13,19-Jan-13,0,70,0,70,-2,13,8,70,60,-5,6,Utrecht Centraal-Amersfoort,Utrecht Noord-Holland,points failure,0,7
1,-4,weather,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Geheel Nederland: aangepaste winterdienstregeling,Drenthe,weather circumstances,2,8
1,-4,infrastructure,19-Jan-13,19-Jan-13,0,70,0,70,-2,13,8,70,60,-5,6,Eindhoven-Venlo,Noord-Brabant Limburg,signal and level crossing failure,0,7
1,-4,accidents,19-Jan-13,19-Jan-13,0,70,0,70,-2,13,8,70,60,-5,6,Apeldoorn-Amersfoort,Utrecht Gelderland,person hit by a train,0,7
1,-4,accidents,19-Jan-13,19-Jan-13,0,70,0,70,-2,13,8,70,60,-5,6,Amersfoort-Hilversum,Utrecht Noord-Holland,person hit by a train,0,7
1,-4,accidents,19-Jan-13,19-Jan-13,0,70,0,70,-2,13,8,70,60,-5,6,Ede-Wageningen-Amersfoort,Utrecht Gelderland,person hit by a train,0,7
1,-4,infrastructure,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Schiphol-Almere C/Hilversum,Utrecht Noord-Holland Flevoland,points failure,2,8
1,-4,infrastructure,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Utrecht Centraal-Alphen a/d Rijn/Gouda,Zuid-Holland Utrecht Noord-Holland,points failure,2,8
1,-4,weather,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Vandaag landelijk aangepaste dienstregeling,Drenthe,weather circumstances,2,8
1,-2,weather,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Geheel Nederland: aangepaste winterdienstregeling,Drenthe,weather circumstances,2,5
1,-4,logistical,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Alphen a/d Rijn-Gouda,Zuid-Holland Utrecht,an earlier disruption,2,8
1,-4,rolling stock,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Rotterdam C - Antwerpen/Brussel-Zuid (Fyra),Drenthe,problems with the rolling stock,2,8
1,-4,infrastructure,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Leiden Centraal-Schiphol,Zuid-Holland Noord-Holland,points failure,2,8
1,-4,logistical,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Schiphol,Utrecht Noord-Holland Zuid-Holland Flevoland,an earlier disruption,2,8
1,-4,logistical,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Amsterdam C,Noord-Holland Utrecht Flevoland,an earlier disruption,2,8
1,-4,infrastructure,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Heerlen-Aachen/Kerkrade Centrum,Limburg,signal failure,2,8
1,-4,infrastructure,20-Jan-13,20-Jan-13,4,80,1,70,-2,15,9,70,20,-6,5,Dordrecht-Breda,Noord-Brabant Zuid-Holland,points failure,2,8
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Roosendaal-Breda,Noord-Brabant,signal failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Ede-Wageningen-Amersfoort,Utrecht Gelderland,signal failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Hoofddorp-Enkhuizen,Noord-Holland Zuid-Holland,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Groningen-Roodeschool,Groningen,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Groningen-Delfzijl,Groningen,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Groningen-Leeuwarden,Groningen Friesland,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Utrecht Centraal-Schiphol,Noord-Holland Utrecht,points failure,2,5
1,-2,external,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Schiphol,Utrecht Noord-Holland Zuid-Holland Flevoland,by order of the fire service,2,5
1,-2,unknown,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Arnhem-Winterswijk,Gelderland,multiple disruptions,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Alkmaar-Enkhuizen/Hoorn,Noord-Holland,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Zutphen-Apeldoorn,Gelderland Overijssel,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,"Groningen-Leer (Ostfr.), Veendam-Nieuweschans",Groningen,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Amsterdam C-Lelystad Centrum,Noord-Holland Flevoland,signalling and points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Lelystad Centrum-Zwolle,Flevoland Overijssel,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Groningen-Leeuwarden,Groningen Friesland,points failure,2,5
1,-2,rolling stock,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Utrecht Centraal-Amersfoort,Utrecht Noord-Holland,broken down train,2,5
1,-2,rolling stock,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Baarn-Utrecht Centraal,Utrecht Noord-Holland,broken down train,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Veendam-Groningen,Groningen,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Lelystad Centrum-Kampen Zuid,Flevoland Overijssel,points failure,2,5
1,-4,weather,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Geheel Nederland: aangepaste winterdienstregeling,Drenthe,weather circumstances,0,3
1,-2,weather,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Ook woensdag 23 januari aangepaste dienstregeling,Drenthe,weather circumstances,2,5
1,-2,accidents,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Alkmaar-Zaandam,Noord-Holland,person hit by a train,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Schiphol-Almere C/Hilversum/Utrecht Centraal,Utrecht Noord-Holland Flevoland,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Sloterdijk-Schiphol,Noord-Holland,points failure,2,5
1,-2,infrastructure,21-Jan-13,21-Jan-13,6,90,0,60,-1,10,6,80,10,-3,4,Groningen-Delfzijl,Groningen,points failure,2,5
1,-4,infrastructure,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Baarn-Utrecht Centraal,Utrecht Noord-Holland,power failure,0,3
1,-4,infrastructure,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Utrecht Centraal-Amersfoort/Baarn,Utrecht,power failure,0,3
1,-4,infrastructure,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Groningen-Delfzijl,Groningen,points failure,0,3
1,-4,rolling stock,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Amersfoort-Zwolle,Utrecht Gelderland Overijssel,broken down train,0,3
1,-4,infrastructure,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Zwolle-Emmen,Drenthe Overijssel,points failure,0,3
1,-4,infrastructure,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Deventer-Zutphen,Overijssel Gelderland,level crossing failure,0,3
1,-4,infrastructure,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Amersfoort-Zwolle,Utrecht Gelderland Overijssel,points failure,0,3
1,-4,infrastructure,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Zwolle-Lelystad Centrum,Flevoland Overijssel,points failure,0,3
1,-4,infrastructure,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Amsterdam C-Breda,Noord-Holland Noord-Brabant Zuid-Holland,points failure,0,3
1,-4,rolling stock,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Hengelo-Zutphen,Overijssel Gelderland,broken down train,0,3
1,-5,weather,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Geheel Nederland: aangepaste winterdienstregeling,Drenthe,weather circumstances,0,3
1,-4,accidents,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Zwolle-Assen/Leeuwarden,Groningen Drenthe Overijssel Friesland,collision with a vehicle,0,3
1,-4,infrastructure,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Almere C-Lelystad Centrum,Flevoland Noord-Holland Utrecht,points failure,0,3
1,-4,external,22-Jan-13,22-Jan-13,0,90,0,60,-2,7,5,80,30,-7,2,Gouda-Amsterdam C/Utrecht Centraal,Zuid-Holland Utrecht Noord-Holland,by order of the fire service,0,3
1,-5,infrastructure,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Eindhoven-Tilburg,Noord-Brabant,damaged overhead wires,0,3
1,-5,infrastructure,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Lelystad Centrum-Dronten,Flevoland Overijssel,points failure,0,3
1,-5,infrastructure,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Rotterdam C-Gouda,Zuid-Holland Noord-Holland Utrecht,damaged railway bridge,0,3
1,-5,infrastructure,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Den Haag C-Gouda,Zuid-Holland Utrecht,damaged railway bridge,0,3
1,-5,infrastructure,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Geldermalsen-Dordrecht,Zuid-Holland Noord-Brabant Gelderland,points failure,0,3
1,-5,rolling stock,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Bad Bentheim-Hengelo,Drenthe,defective trains,0,3
1,-5,infrastructure,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Utrecht Centraal-Baarn,Utrecht Noord-Holland,damaged overhead wires,0,3
1,-5,infrastructure,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Geldermalsen-Dordrecht,Zuid-Holland Noord-Brabant Gelderland,points failure,0,3
1,-4,weather,24-Jan-13,24-Jan-13,0,80,0,80,-1,7,4,70,30,-8,1,Geheel Nederland: aangepaste winterdienstregeling,Drenthe,weather circumstances,0,2
1,-5,unknown,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Aangepaste dienstregeling donderdag 24 januari,Drenthe,,0,3
1,-5,infrastructure,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Zutphen-Arnhem,Gelderland,damaged overhead wires,0,3
1,-5,external,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Gouda,Zuid-Holland Utrecht Noord-Holland,person on the railway track,0,3
1,-5,infrastructure,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Zutphen-Arnhem,Gelderland,damaged overhead wires,0,3
1,-5,accidents,23-Jan-13,23-Jan-13,0,80,0,60,-3,7,5,80,30,-9,2,Leiden Centraal-Alphen a/d Rijn,Zuid-Holland Utrecht,person hit by a train,0,3
1,-4,infrastructure,24-Jan-13,24-Jan-13,0,80,0,80,-1,7,4,70,30,-8,1,Zwolle-Assen/Groningen/Leeuwarden,Groningen Drenthe Overijssel Friesland,signal and level crossing failure,0,2
1,-4,accidents,24-Jan-13,24-Jan-13,0,80,0,80,-1,7,4,70,30,-8,1,Oss-'s-Hertogenbosch,Noord-Brabant Gelderland,person hit by a train,0,2
1,-4,rolling stock,24-Jan-13,24-Jan-13,0,80,0,80,-1,7,4,70,30,-8,1,Zutphen-Hengelo,Overijssel Gelderland,broken down train,0,2
1,-4,unknown,24-Jan-13,24-Jan-13,0,80,0,80,-1,7,4,70,30,-8,1,Vanaf morgen 25 januari de normale dienstregeling,Drenthe,,0,2
1,-4,accidents,24-Jan-13,24-Jan-13,0,80,0,80,-1,7,4,70,30,-8,1,Breda-Tilburg,Noord-Brabant,person hit by a train,0,2
1,-4,accidents,24-Jan-13,24-Jan-13,0,80,0,80,-1,7,4,70,30,-8,1,Leeuwarden-Groningen,Groningen Friesland,person hit by a train,0,2
1,-5,infrastructure,25-Jan-13,25-Jan-13,0,90,0,60,-2,11,6,80,10,-10,1,Hengelo-Bad Bentheim/Oldenzaal,Overijssel,points failure,0,3
1,-5,rolling stock,25-Jan-13,25-Jan-13,0,90,0,60,-2,11,6,80,10,-10,1,Alphen a/d Rijn-Leiden Centraal,Zuid-Holland Utrecht,stranded train,0,3
1,-5,rolling stock,25-Jan-13,25-Jan-13,0,90,0,60,-2,11,6,80,10,-10,1,Hilversum-Utrecht Centraal,Flevoland Noord-Holland Utrecht,broken down train,0,3
1,-5,infrastructure,25-Jan-13,25-Jan-13,0,90,0,60,-2,11,6,80,10,-10,1,Lelystad Centrum-Almere C,Flevoland Noord-Holland Utrecht,defective point,0,3
1,-5,infrastructure,25-Jan-13,25-Jan-13,0,90,0,60,-2,11,6,80,10,-10,1,Leer (Ostfr.)-Groningen,Groningen,damaged railway bridge,0,3
1,-1,external,26-Jan-13,26-Jan-13,2,90,0,60,2,12,7,80,20,-4,4,Gouda,Zuid-Holland Utrecht Noord-Holland,by order of the fire service,1,6
1,-1,rolling stock,26-Jan-13,26-Jan-13,2,90,0,60,2,12,7,80,20,-4,4,Zutphen-Nijmegen,Gelderland,broken down train,1,6
1,-1,accidents,26-Jan-13,26-Jan-13,2,90,0,60,2,12,7,80,20,-4,4,Amersfoort-Zwolle,Utrecht Gelderland Overijssel,person hit by a train,1,6
1,-1,weather,26-Jan-13,26-Jan-13,2,90,0,60,2,12,7,80,20,-4,4,Schiphol-Almere C/Hilversum,Utrecht Noord-Holland Flevoland,weather circumstances,1,6
1,-1,infrastructure,26-Jan-13,26-Jan-13,2,90,0,60,2,12,7,80,20,-4,4,Antwerpen-Centr-Roosendaal,Drenthe,damaged overhead wires,1,6
1,-1,infrastructure,26-Jan-13,26-Jan-13,2,90,0,60,2,12,7,80,20,-4,4,Heerlen-Kerkrade Centrum,Limburg,level crossing failure,1,6
1,-1,infrastructure,26-Jan-13,26-Jan-13,2,90,0,60,2,12,7,80,20,-4,4,Aachen-Heerlen,Drenthe,level crossing failure,1,6
1,-1,accidents,26-Jan-13,26-Jan-13,2,90,0,60,2,12,7,80,20,-4,4,Roermond-Eindhoven,Noord-Brabant Limburg,damaged railway bridge,1,6
1,-1,accidents,26-Jan-13,26-Jan-13,2,90,0,60,2,12,7,80,20,-4,4,Den Haag HS-Delft,Zuid-Holland,collision,1,6
1,3,engineering work,27-Jan-13,27-Jan-13,7,90,2,70,6,16,10,80,40,1,5,Schiphol-Hoofddorp/Leiden Centraal/Rotterdam C,Zuid-Holland Noord-Holland,over-running engineering works,6,7
1,3,engineering work,27-Jan-13,27-Jan-13,7,90,2,70,6,16,10,80,40,1,5,Schiphol-Rotterdam C,Zuid-Holland Noord-Holland,over-running engineering works,6,7
1,3,rolling stock,27-Jan-13,27-Jan-13,7,90,2,70,6,16,10,80,40,1,5,Zaandam-Enkhuizen,Noord-Holland,broken down train,6,7
1,3,accidents,27-Jan-13,27-Jan-13,7,90,2,70,6,16,10,80,40,1,5,Haarlem-Alkmaar,Noord-Holland,person hit by a train,6,7
1,3,accidents,27-Jan-13,27-Jan-13,7,90,2,70,6,16,10,80,40,1,5,Gouda-Den Haag C,Zuid-Holland Utrecht,collision,6,7
1,5,infrastructure,28-Jan-13,28-Jan-13,3,90,1,70,8,19,12,80,50,2,4,Nijverdal-Almelo,Overijssel,signal failure,3,7
1,5,rolling stock,28-Jan-13,28-Jan-13,3,90,1,70,8,19,12,80,50,2,4,Rotterdam C-Hoek v H Strand,Drenthe,broken down train,3,7
1,5,infrastructure,28-Jan-13,28-Jan-13,3,90,1,70,8,19,12,80,50,2,4,Leeuwarden-Zwolle,Friesland Overijssel Drenthe,points failure,3,7
1,5,accidents,28-Jan-13,28-Jan-13,3,90,1,70,8,19,12,80,50,2,4,Almelo-Hengelo,Overijssel,damaged railway bridge,3,7
1,5,accidents,28-Jan-13,28-Jan-13,3,90,1,70,8,19,12,80,50,2,4,Zutphen-Hengelo,Overijssel Gelderland,damaged railway bridge,3,7
1,10,infrastructure,29-Jan-13,29-Jan-13,8,90,2,70,12,19,12,90,20,7,5,Rotterdam C-Delft/Hoek v H Strand,Zuid-Holland,signal failure,7,9
1,10,infrastructure,29-Jan-13,29-Jan-13,8,90,2,70,12,19,12,90,20,7,5,Den Haag C-Rotterdam C,Zuid-Holland,signal failure,7,9
1,10,infrastructure,29-Jan-13,29-Jan-13,8,90,2,70,12,19,12,90,20,7,5,Amsterdam C-Gouda,Noord-Holland Utrecht,damaged overhead wires,7,9
1,10,infrastructure,29-Jan-13,29-Jan-13,8,90,2,70,12,19,12,90,20,7,5,Den Haag C-Utrecht Centraal,Zuid-Holland Utrecht,damaged overhead wires,7,9
1,10,infrastructure,29-Jan-13,29-Jan-13,8,90,2,70,12,19,12,90,20,7,5,Utrecht Centraal-Rotterdam C,Zuid-Holland Noord-Holland Utrecht,damaged overhead wires,7,9
1,10,accidents,29-Jan-13,29-Jan-13,8,90,2,70,12,19,12,90,20,7,5,Oss-'s-Hertogenbosch,Noord-Brabant Gelderland,person hit by a train,7,9
1,10,infrastructure,29-Jan-13,29-Jan-13,8,90,2,70,12,19,12,90,20,7,5,Deventer,Overijssel Gelderland,signalling and points failure,7,9
1,10,accidents,29-Jan-13,29-Jan-13,8,90,2,70,12,19,12,90,20,7,5,Ede-Wageningen-Utrecht Centraal,Gelderland Utrecht,person hit by a train,7,9
1,10,accidents,29-Jan-13,29-Jan-13,8,90,2,70,12,19,12,90,20,7,5,Ede-Wageningen-Utrecht Centraal,Gelderland Utrecht,person hit by a train,7,9
1,10,accidents,30-Jan-13,30-Jan-13,5,80,3,70,12,21,13,70,40,7,5,Hengelo-Enschede,Overijssel,person hit by a train,8,10
1,10,external,30-Jan-13,30-Jan-13,5,80,3,70,12,21,13,70,40,7,5,Haarlem-Alkmaar,Noord-Holland,by police orders,8,10
1,10,rolling stock,30-Jan-13,30-Jan-13,5,80,3,70,12,21,13,70,40,7,5,Dordrecht-Rotterdam C,Zuid-Holland Noord-Brabant,stranded train,8,10
